,gyroscope,light,accelerometer,magnetic,pressure
10969,,,,,
10970,,,,75603.0,
10971,,,75604.0,,
10972,75604.0,,,,
10973,,,,,
10974,,,75608.0,,
10975,75609.0,,,,
10976,,,,,
10977,,,75613.0,,
10978,75613.0,,,,
10979,,,,,
10980,,,,75615.0,
10981,,,75617.0,,
10982,75618.0,,,,
10983,,,,,
10984,,,75621.0,,
10985,75621.0,,,,
10986,,,,,
10987,,,75626.0,,
10988,75627.0,,,,
10989,,,,,
10990,,,,75629.0,
10991,,,75630.0,,
10992,75631.0,,,,
10993,,,,,
10994,,,75635.0,,
10995,75635.0,,,,
10996,,,,,
10997,,,75639.0,,
10998,75639.0,,,,
10999,,,,,
11000,,,,75642.0,
11001,,,75643.0,,
11002,75643.0,,,,
11003,,,,,
11004,,,75648.0,,
11005,75648.0,,,,
11006,,,,,
11007,,,75652.0,,
11008,75652.0,,,,
11009,,,,,
11010,,,,75654.0,
11011,,,75656.0,,
11012,75656.0,,,,
11013,,,,,
11014,,,75664.0,,
11015,,,,,75664.0
11016,75664.0,,,,
11017,,,,,
11018,,,75666.0,,
11019,75666.0,,,,
11020,,,,,
11021,,,,75667.0,
11022,,,75670.0,,
11023,75670.0,,,,
11024,,,,,
11025,,,75674.0,,
11026,75674.0,,,,
11027,,,,,
11028,,,75678.0,,
11029,75679.0,,,,
11030,,,,,
11031,,,,75680.0,
11032,,,75683.0,,
11033,75683.0,,,,
11034,,,,,
11035,,,75687.0,,
11036,75687.0,,,,
11037,,,,,
11038,,,75695.0,,
11039,75695.0,,,,
11040,,,,,
11041,,,,75695.0,
11042,,,75695.0,,
11043,75696.0,,,,
11044,,,,,
11045,,,75700.0,,
11046,75701.0,,,,
11047,,,,,
11048,,,75705.0,,
11049,75705.0,,,,
11050,,,,,
11051,,,,75707.0,
11052,,,75709.0,,
11053,75709.0,,,,
11054,,,,,
11055,,,75714.0,,
11056,75715.0,,,,
11057,,,,,
11058,,,75719.0,,
11059,75719.0,,,,
11060,,,,,
11061,,,,75720.0,
11062,,,75722.0,,
11063,75722.0,,,,
11064,,,,,
11065,,,75726.0,,
11066,75727.0,,,,
11067,,,,,
11068,,75733.0,,,
11069,,,75733.0,,
11070,75734.0,,,,
11071,,,,,
11072,,,,75735.0,
11073,,,75736.0,,
11074,75737.0,,,,
11075,,,,,
11076,,,75739.0,,
11077,75740.0,,,,
11078,,,,,
11079,,,75744.0,,
11080,75745.0,,,,
11081,,,,,
11082,,,,75746.0,
11083,,,75748.0,,
11084,75749.0,,,,
11085,,,,,
11086,,,75752.0,,
11087,75754.0,,,,
11088,,,,,
11089,,,75757.0,,
11090,75758.0,,,,
11091,,,,,
11092,,,,75761.0,
11093,,,75762.0,,
11094,75764.0,,,,
11095,,,,,
11096,,,75766.0,,
11097,75766.0,,,,
11098,,,,,
11099,,,75771.0,,
11100,75771.0,,,,
11101,,,,,
11102,,,,75773.0,
11103,,,75774.0,,
11104,75775.0,,,,
11105,,,,,
11106,,,75782.0,,
11107,75784.0,,,,
11108,,,,,
11109,,,75784.0,,
11110,75786.0,,,,
11111,,,,,
11112,,,,75788.0,
11113,,,75788.0,,
11114,75789.0,,,,
11115,,,,,
11116,,,75792.0,,
11117,75794.0,,,,
11118,,,,,
11119,,,75801.0,,
11120,75802.0,,,,
11121,,,,,
11122,,,,75802.0,
11123,,,75803.0,,
11124,75803.0,,,,
11125,,,,,
11126,,,75806.0,,
11127,75806.0,,,,
11128,,,,,
11129,,,75810.0,,
11130,75811.0,,,,
11131,,,,,
11132,,,,75814.0,
11133,,,75814.0,,
11134,75815.0,,,,
11135,,,,,
11136,,,75818.0,,
11137,75819.0,,,,
11138,,,,,
11139,,,75823.0,,
11140,75824.0,,,,
11141,,,,,
11142,,,,75825.0,
11143,,,75828.0,,
11144,75836.0,,,,
11145,,,,,
11146,,,75836.0,,
11147,75837.0,,,,
11148,,,,,
11149,,,75837.0,,
11150,75839.0,,,,
11151,,,,,
11152,,,,75839.0,
11153,,,75845.0,,
11154,75845.0,,,,
11155,,,,,
11156,,,75845.0,,
11157,75845.0,,,,
11158,,,,,
11159,,,75849.0,,
11160,75850.0,,,,
11161,,,,,
11162,,,,75851.0,
11163,,,75853.0,,
11164,75853.0,,,,
11165,,,,,
11166,,,75858.0,,
11167,,,,,75859.0
11168,75859.0,,,,
11169,,,,,
11170,,,75864.0,,
11171,75864.0,,,,
11172,,,,,
11173,,,,75865.0,
11174,,,75867.0,,
11175,75869.0,,,,
11176,,,,,
11177,,,75871.0,,
11178,75872.0,,,,
11179,,,,,
11180,,,75876.0,,
11181,75876.0,,,,
11182,,,,,
11183,,,,75878.0,
11184,,,75880.0,,
11185,75881.0,,,,
11186,,,,,
11187,,,75884.0,,
11188,75884.0,,,,
11189,,,,,
11190,,,75889.0,,
11191,,75890.0,,,
11192,75891.0,,,,
11193,,,,,
11194,,,,75894.0,
11195,,,75897.0,,
11196,75897.0,,,,
11197,,,,,
11198,,,75899.0,,
11199,75899.0,,,,
11200,,,,,
11201,,,75904.0,,
11202,75904.0,,,,
11203,,,,,
11204,,,,75906.0,
11205,,,75907.0,,
11206,75909.0,,,,
11207,,,,,
11208,,,75910.0,,
11209,75910.0,,,,
11210,,,,,
11211,,,75915.0,,
11212,75916.0,,,,
11213,,,,,
11214,,,,75917.0,
11215,,,75919.0,,
11216,75919.0,,,,
11217,,,,,
11218,,,75923.0,,
11219,75924.0,,,,
11220,,,,,
11221,,,75929.0,,
11222,75930.0,,,,
11223,,,,,
11224,,,,75932.0,
11225,,,75932.0,,
11226,75933.0,,,,
11227,,,,,
11228,,,75936.0,,
11229,75937.0,,,,
11230,,,,,
11231,,,75943.0,,
11232,75943.0,,,,
11233,,,,,
11234,,,,75944.0,
11235,,,75945.0,,
11236,75946.0,,,,
11237,,,,,
11238,,,75950.0,,
11239,75951.0,,,,
11240,,,,,
11241,,,75955.0,,
11242,75955.0,,,,
11243,,,,,
11244,,,,75957.0,
11245,,,75958.0,,
11246,75959.0,,,,
11247,,,,,
11248,,,75963.0,,
11249,75964.0,,,,
11250,,,,,
11251,,,75969.0,,
11252,75972.0,,,,
11253,,,,,
11254,,,,75974.0,
11255,,,75974.0,,
11256,75974.0,,,,
11257,,,,,
11258,,,75976.0,,
11259,75976.0,,,,
11260,,,,,
11261,,,75981.0,,
11262,75981.0,,,,
11263,,,,,
11264,,,,75983.0,
11265,,,75985.0,,
11266,75985.0,,,,
11267,,,,,
11268,,,75989.0,,
11269,75989.0,,,,
11270,,,,,
11271,,,75994.0,,
11272,75995.0,,,,
11273,,,,,
11274,,,,75996.0,
11275,,,75998.0,,
11276,75999.0,,,,
11277,,,,,
11278,,,76003.0,,
11279,76003.0,,,,
11280,,,,,
11281,,,76008.0,,
11282,76009.0,,,,
11283,,,,,
11284,,,,76010.0,
11285,,,76011.0,,
11286,76012.0,,,,
11287,,,,,
11288,,,76015.0,,
11289,76016.0,,,,
11290,,,,,
11291,,,76020.0,,
11292,76021.0,,,,
11293,,,,,
11294,,,,76024.0,
11295,,,76025.0,,
11296,76025.0,,,,
11297,,,,,
11298,,,76028.0,,
11299,76029.0,,,,
11300,,,,,
11301,,,76033.0,,
11302,76034.0,,,,
11303,,,,,
11304,,,,76036.0,
11305,,,76038.0,,
11306,76040.0,,,,
11307,,,,,
11308,,,76042.0,,
11309,76044.0,,,,
11310,,,,,
11311,,,76046.0,,
11312,76047.0,,,,
11313,,76048.0,,,
11314,,,,,
11315,,,,76049.0,
11316,,,76051.0,,
11317,76053.0,,,,
11318,,,,,
11319,,,76055.0,,
11320,76056.0,,,,
11321,,,,,
11322,,,76060.0,,
11323,,,,,76061.0
11324,76061.0,,,,
11325,,,,,
11326,,,,76063.0,
11327,,,76063.0,,
11328,76064.0,,,,
11329,,,,,
11330,,,76068.0,,
11331,76069.0,,,,
11332,,,,,
11333,,,76073.0,,
11334,76074.0,,,,
11335,,,,,
11336,,,,76075.0,
11337,,,76076.0,,
11338,76077.0,,,,
11339,,,,,
11340,,,76081.0,,
11341,76082.0,,,,
11342,,,,,
11343,,,76086.0,,
11344,76086.0,,,,
11345,,,,,
11346,,,,76088.0,
11347,,,76090.0,,
11348,76092.0,,,,
11349,,,,,
11350,,,76095.0,,
11351,76095.0,,,,
11352,,,,,
11353,,,76099.0,,
11354,76099.0,,,,
11355,,,,,
11356,,,,76102.0,
11357,,,76103.0,,
11358,76104.0,,,,
11359,,,,,
11360,,,76108.0,,
11361,76108.0,,,,
11362,,,,,
11363,,,76112.0,,
11364,76113.0,,,,
11365,,,,,
11366,,,,76114.0,
11367,,,76116.0,,
11368,76116.0,,,,
11369,,,,,
11370,,,76121.0,,
11371,76121.0,,,,
11372,,,,,
11373,,,76126.0,,
11374,76127.0,,,,
11375,,,,,
11376,,,,76128.0,
11377,,,76130.0,,
11378,76130.0,,,,
11379,,,,,
11380,,,76133.0,,
11381,76134.0,,,,
11382,,,,,
11383,,,76139.0,,
11384,76140.0,,,,
11385,,,,,
11386,,,,76140.0,
11387,,,76142.0,,
11388,76142.0,,,,
11389,,,,,
11390,,,76149.0,,
11391,76149.0,,,,
11392,,,,,
11393,,,76153.0,,
11394,76155.0,,,,
11395,,,,,
11396,,,,76163.0,
11397,,,76163.0,,
11398,76164.0,,,,
11399,,,,,
11400,,,76166.0,,
11401,76170.0,,,,
11402,,,,,
11403,,,76170.0,,
11404,76170.0,,,,
11405,,,,,
11406,,,,76173.0,
11407,,,76174.0,,
11408,76176.0,,,,
11409,,,,,
11410,,,76179.0,,
11411,76180.0,,,,
11412,,,,,
11413,,,76181.0,,
11414,76182.0,,,,
11415,,,,,
11416,,,,76183.0,
11417,,,76184.0,,
11418,76185.0,,,,
11419,,,,,
11420,,,76189.0,,
11421,76189.0,,,,
11422,,,,,
11423,,,76191.0,,
11424,76191.0,,,,
11425,,,,,
11426,,,,76194.0,
11427,,,76196.0,,
11428,76196.0,,,,
11429,,,,,
11430,,,76199.0,,
11431,76199.0,,,,
11432,,,,,
11433,,,76204.0,,
11434,76204.0,,,,
11435,,,,,
11436,,,,76205.0,
11437,,,76207.0,,
11438,76208.0,,,,
11439,,76208.0,,,
11440,,,,,
11441,,,76212.0,,
11442,76213.0,,,,
11443,,,,,
11444,,,76217.0,,
11445,76217.0,,,,
11446,,,,,
11447,,,,76222.0,
11448,,,76222.0,,
11449,76222.0,,,,
11450,,,,,
11451,,,76225.0,,
11452,76225.0,,,,
11453,,,,,
11454,,,76230.0,,
11455,76230.0,,,,
11456,,,,,
11457,,,,76231.0,
11458,,,76234.0,,
11459,76234.0,,,,
11460,,,,,
11461,,,76238.0,,
11462,76239.0,,,,
11463,,,,,
11464,,,76243.0,,
11465,76243.0,,,,
11466,,,,,
11467,,,,76244.0,
11468,,,76247.0,,
11469,76247.0,,,,
11470,,,,,
11471,,,76251.0,,
11472,76252.0,,,,
11473,,,,,
11474,,,76257.0,,
11475,76257.0,,,,
11476,,,,,
11477,,,,76259.0,
11478,,,76261.0,,
11479,,,,,76261.0
11480,76261.0,,,,
11481,,,,,
11482,,,76265.0,,
11483,76265.0,,,,
11484,,,,,
11485,,,76271.0,,
11486,76272.0,,,,
11487,,,,,
11488,,,,76273.0,
11489,,,76273.0,,
11490,76274.0,,,,
11491,,,,,
11492,,,76278.0,,
11493,76278.0,,,,
11494,,,,,
11495,,,76282.0,,
11496,76283.0,,,,
11497,,,,,
11498,,,,76285.0,
11499,,,76286.0,,
11500,76289.0,,,,
11501,,,,,
11502,,,76291.0,,
11503,76292.0,,,,
11504,,,,,
11505,,,76297.0,,
11506,76297.0,,,,
11507,,,,,
11508,,,,76297.0,
11509,,,76300.0,,
11510,76301.0,,,,
11511,,,,,
11512,,,76304.0,,
11513,76305.0,,,,
11514,,,,,
11515,,,76309.0,,
11516,76309.0,,,,
11517,,,,,
11518,,,,76310.0,
11519,,,76313.0,,
11520,76314.0,,,,
11521,,,,,
11522,,,76318.0,,
11523,76318.0,,,,
11524,,,,,
11525,,,76323.0,,
11526,76323.0,,,,
11527,,,,,
11528,,,,76324.0,
11529,,,76327.0,,
11530,76327.0,,,,
11531,,,,,
11532,,,76330.0,,
11533,76330.0,,,,
11534,,,,,
11535,,,76335.0,,
11536,76335.0,,,,
11537,,,,,
11538,,,,76336.0,
11539,,,76340.0,,
11540,76340.0,,,,
11541,,,,,
11542,,,76344.0,,
11543,76344.0,,,,
11544,,,,,
11545,,,76348.0,,
11546,76348.0,,,,
11547,,,,,
11548,,,,76349.0,
11549,,,76352.0,,
11550,76352.0,,,,
11551,,,,,
11552,,,76357.0,,
11553,76357.0,,,,
11554,,,,,
11555,,,76361.0,,
11556,76362.0,,,,
11557,,,,,
11558,,,,76363.0,
11559,,,76366.0,,
11560,76366.0,,,,
11561,,,,,
11562,,,76370.0,,
11563,76370.0,,,,
11564,,,,,
11565,,76375.0,,,
11566,,,76375.0,,
11567,76375.0,,,,
11568,,,,,
11569,,,,76377.0,
11570,,,76379.0,,
11571,76379.0,,,,
11572,,,,,
11573,,,76383.0,,
11574,76384.0,,,,
11575,,,,,
11576,,,76388.0,,
11577,76388.0,,,,
11578,,,,,
11579,,,,76391.0,
11580,,,76392.0,,
11581,76392.0,,,,
11582,,,,,
11583,,,76396.0,,
11584,76397.0,,,,
11585,,,,,
11586,,,76401.0,,
11587,76401.0,,,,
11588,,,,,
11589,,,,76403.0,
11590,,,76405.0,,
11591,76405.0,,,,
11592,,,,,
11593,,,76410.0,,
11594,76410.0,,,,
11595,,,,,
11596,,,76414.0,,
11597,76414.0,,,,
11598,,,,,
11599,,,,76416.0,
11600,,,76418.0,,
11601,76419.0,,,,
11602,,,,,
11603,,,76422.0,,
11604,76423.0,,,,
11605,,,,,
11606,,,76428.0,,
11607,76428.0,,,,
11608,,,,,
11609,,,,76429.0,
11610,,,76431.0,,
11611,76432.0,,,,
11612,,,,,
11613,,,76436.0,,
11614,76437.0,,,,
11615,,,,,
11616,,,76441.0,,
11617,76441.0,,,,
11618,,,,,
11619,,,,76444.0,
11620,,,76444.0,,
11621,76445.0,,,,
11622,,,,,
11623,,,76450.0,,
11624,76451.0,,,,
11625,,,,,
11626,,,76454.0,,
11627,76456.0,,,,
11628,,,,,
11629,,,,76459.0,
11630,,,,,76459.0
11631,,,76460.0,,
11632,76460.0,,,,
11633,,,,,
11634,,,76463.0,,
11635,76463.0,,,,
11636,,,,,
11637,,,76467.0,,
11638,76468.0,,,,
11639,,,,,
11640,,,,76470.0,
11641,,,76471.0,,
11642,76471.0,,,,
11643,,,,,
11644,,,76475.0,,
11645,76475.0,,,,
11646,,,,,
11647,,,76480.0,,
11648,76480.0,,,,
11649,,,,,
11650,,,,76482.0,
11651,,,76484.0,,
11652,76484.0,,,,
11653,,,,,
11654,,,76489.0,,
11655,76489.0,,,,
11656,,,,,
11657,,,76493.0,,
11658,76494.0,,,,
11659,,,,,
11660,,,,76495.0,
11661,,,76497.0,,
11662,76498.0,,,,
11663,,,,,
11664,,,76501.0,,
11665,76501.0,,,,
11666,,,,,
11667,,,76506.0,,
11668,76506.0,,,,
11669,,,,,
11670,,,,76507.0,
11671,,,76510.0,,
11672,76510.0,,,,
11673,,,,,
11674,,,76514.0,,
11675,76515.0,,,,
11676,,,,,
11677,,,76519.0,,
11678,76519.0,,,,
11679,,,,,
11680,,,,76521.0,
11681,,,76523.0,,
11682,76523.0,,,,
11683,,,,,
11684,,,76527.0,,
11685,76528.0,,,,
11686,,,,,
11687,,,76532.0,,
11688,76532.0,,,,
11689,,,,,
11690,,,,76533.0,
11691,,76536.0,,,
11692,,,76536.0,,
11693,76537.0,,,,
11694,,,,,
11695,,,76540.0,,
11696,76541.0,,,,
11697,,,,,
11698,,,76545.0,,
11699,76546.0,,,,
11700,,,,,
11701,,,,76546.0,
11702,,,76549.0,,
11703,76550.0,,,,
11704,,,,,
11705,,,76554.0,,
11706,76554.0,,,,
11707,,,,,
11708,,,76558.0,,
11709,76559.0,,,,
11710,,,,,
11711,,,,76559.0,
11712,,,76562.0,,
11713,76563.0,,,,
11714,,,,,
11715,,,76567.0,,
11716,76567.0,,,,
11717,,,,,
11718,,,76571.0,,
11719,76572.0,,,,
11720,,,,,
11721,,,,76573.0,
11722,,,76575.0,,
11723,76576.0,,,,
11724,,,,,
11725,,,76580.0,,
11726,76580.0,,,,
11727,,,,,
11728,,,76584.0,,
11729,76585.0,,,,
11730,,,,,
11731,,,,76586.0,
11732,,,76589.0,,
11733,76589.0,,,,
11734,,,,,
11735,,,76593.0,,
11736,76593.0,,,,
11737,,,,,
11738,,,76598.0,,
11739,76599.0,,,,
11740,,,,,
11741,,,,76600.0,
11742,,,76602.0,,
11743,76602.0,,,,
11744,,,,,
11745,,,76606.0,,
11746,76606.0,,,,
11747,,,,,
11748,,,76611.0,,
11749,76613.0,,,,
11750,,,,,
11751,,,,76615.0,
11752,,,76615.0,,
11753,76615.0,,,,
11754,,,,,
11755,,,76619.0,,
11756,76620.0,,,,
11757,,,,,
11758,,,76624.0,,
11759,76624.0,,,,
11760,,,,,
11761,,,,76627.0,
11762,,,76628.0,,
11763,76628.0,,,,
11764,,,,,
11765,,,76633.0,,
11766,76633.0,,,,
11767,,,,,
11768,,,76637.0,,
11769,76637.0,,,,
11770,,,,,
11771,,,,76638.0,
11772,,,76641.0,,
11773,76641.0,,,,
11774,,,,,
11775,,,76645.0,,
11776,76646.0,,,,
11777,,,,,
11778,,,76650.0,,
11779,76650.0,,,,
11780,,,,,
11781,,,,76651.0,
11782,,,76654.0,,
11783,76654.0,,,,
11784,,,,,
11785,,,76659.0,,
11786,76659.0,,,,
11787,,,,,
11788,,,,,76659.0
11789,,,76663.0,,
11790,76663.0,,,,
11791,,,,,
11792,,,,76664.0,
11793,,,76668.0,,
11794,76668.0,,,,
11795,,,,,
11796,,,76672.0,,
11797,76672.0,,,,
11798,,,,,
11799,,,76676.0,,
11800,76677.0,,,,
11801,,,,,
11802,,,,76678.0,
11803,,,76681.0,,
11804,76681.0,,,,
11805,,,,,
11806,,,76685.0,,
11807,76687.0,,,,
11808,,,,,
11809,,,76690.0,,
11810,76691.0,,,,
11811,,,,,
11812,,,,76694.0,
11813,,,76694.0,,
11814,76694.0,,,,
11815,,,,,
11816,,,76699.0,,
11817,76700.0,,,,
11818,,76700.0,,,
11819,,,,,
11820,,,76703.0,,
11821,76704.0,,,,
11822,,,,,
11823,,,,76707.0,
11824,,,76707.0,,
11825,76708.0,,,,
11826,,,,,
11827,,,76712.0,,
11828,76712.0,,,,
11829,,,,,
11830,,,76716.0,,
11831,76717.0,,,,
11832,,,,,
11833,,,,76718.0,
11834,,,76720.0,,
11835,76721.0,,,,
11836,,,,,
11837,,,76724.0,,
11838,76725.0,,,,
11839,,,,,
11840,,,76729.0,,
11841,76730.0,,,,
11842,,,,,
11843,,,,76732.0,
11844,,,76734.0,,
11845,76735.0,,,,
11846,,,,,
11847,,,76737.0,,
11848,76738.0,,,,
11849,,,,,
11850,,,76742.0,,
11851,76742.0,,,,
11852,,,,,
11853,,,,76743.0,
11854,,,76746.0,,
11855,76746.0,,,,
11856,,,,,
11857,,,76750.0,,
11858,76751.0,,,,
11859,,,,,
11860,,,76755.0,,
11861,76756.0,,,,
11862,,,,,
11863,,,,76756.0,
11864,,,76759.0,,
11865,76760.0,,,,
11866,,,,,
11867,,,76763.0,,
11868,76764.0,,,,
11869,,,,,
11870,,,76769.0,,
11871,76769.0,,,,
11872,,,,,
11873,,,,76769.0,
11874,,,76772.0,,
11875,76773.0,,,,
11876,,,,,
11877,,,76777.0,,
11878,76777.0,,,,
11879,,,,,
11880,,,76782.0,,
11881,76783.0,,,,
11882,,,,,
11883,,,,76783.0,
11884,,,76786.0,,
11885,76786.0,,,,
11886,,,,,
11887,,,76790.0,,
11888,76790.0,,,,
11889,,,,,
11890,,,76794.0,,
11891,76795.0,,,,
11892,,,,,
11893,,,,76796.0,
11894,,,76799.0,,
11895,76799.0,,,,
11896,,,,,
11897,,,76803.0,,
11898,76803.0,,,,
11899,,,,,
11900,,,76808.0,,
11901,76808.0,,,,
11902,,,,,
11903,,,,76809.0,
11904,,,76812.0,,
11905,76812.0,,,,
11906,,,,,
11907,,,76816.0,,
11908,76817.0,,,,
11909,,,,,
11910,,,76822.0,,
11911,76822.0,,,,
11912,,,,,
11913,,,,76822.0,
11914,,,76826.0,,
11915,76826.0,,,,
11916,,,,,
11917,,,76830.0,,
11918,76830.0,,,,
11919,,,,,
11920,,,76834.0,,
11921,76835.0,,,,
11922,,,,,
11923,,,,76835.0,
11924,,,76838.0,,
11925,76839.0,,,,
11926,,,,,
11927,,,76843.0,,
11928,76844.0,,,,
11929,,,,,
11930,,,76848.0,,
11931,76848.0,,,,
11932,,,,,
11933,,,,76849.0,
11934,,,76857.0,,
11935,76859.0,,,,
11936,,,,,
11937,,,76859.0,,
11938,76860.0,,,,
11939,,,,,
11940,,,76861.0,,
11941,76861.0,,,,
11942,,76862.0,,,
11943,,,,,
11944,,,,,76863.0
11945,,,,76863.0,
11946,,,76867.0,,
11947,76868.0,,,,
11948,,,,,
11949,,,76871.0,,
11950,76871.0,,,,
11951,,,,,
11952,,,76875.0,,
11953,76875.0,,,,
11954,,,,,
11955,,,,76876.0,
11956,,,76879.0,,
11957,76879.0,,,,
11958,,,,,
11959,,,76883.0,,
11960,76883.0,,,,
11961,,,,,
11962,,,76887.0,,
11963,76888.0,,,,
11964,,,,,
11965,,,,76890.0,
11966,,,76891.0,,
11967,76893.0,,,,
11968,,,,,
11969,,,77153.0,,
11970,77153.0,,,,
11971,,,,,
11972,,,77154.0,,
11973,77154.0,,,,
11974,,,,,
11975,,,,77154.0,
11976,,,77154.0,,
11977,77154.0,,,,
11978,,,,,
11979,,,77154.0,,
11980,77154.0,,,,
11981,,,,,
11982,,,77154.0,,
11983,77154.0,,,,
11984,,,,,
11985,,,,77155.0,
11986,,,77155.0,,
11987,77155.0,,,,
11988,,,,,
11989,,,77155.0,,
11990,77156.0,,,,
11991,,,,,
11992,,,77156.0,,
11993,77156.0,,,,
11994,,,,,
11995,,,,77156.0,
11996,,,77156.0,,
11997,77156.0,,,,
11998,,,,,
11999,,,77158.0,,
12000,77158.0,,,,
12001,,,,,
12002,,,77159.0,,
12003,77159.0,,,,
12004,,,,,
12005,,,,77159.0,
12006,,,77159.0,,
12007,77159.0,,,,
12008,,,,,
12009,,,77159.0,,
12010,77161.0,,,,
12011,,,,,
12012,,,77161.0,,
12013,77161.0,,,,
12014,,,,,
12015,,,,77161.0,
12016,,,77161.0,,
12017,77162.0,,,,
12018,,,,,
12019,,,77162.0,,
12020,77162.0,,,,
12021,,,,,
12022,,,77162.0,,
12023,77163.0,,,,
12024,,,,,
12025,,,,77163.0,
12026,,,77163.0,,
12027,77163.0,,,,
12028,,,,,
12029,,,77163.0,,
12030,77163.0,,,,
12031,,,,,
12032,,,77163.0,,
12033,77164.0,,,,
12034,,,,,
12035,,,,77164.0,
12036,,,77164.0,,
12037,77165.0,,,,
12038,,,,,
12039,,,77165.0,,
12040,77165.0,,,,
12041,,,,,
12042,,,77166.0,,
12043,77166.0,,,,
12044,,,,,
12045,,,,77166.0,
12046,,,77166.0,,
12047,77166.0,,,,
12048,,,,,
12049,,,77167.0,,
12050,77167.0,,,,
12051,,,,,
12052,,,77167.0,,
12053,77167.0,,,,
12054,,,,,
12055,,,,77167.0,
12056,,,77167.0,,
12057,77167.0,,,,
12058,,,,,
12059,,,77168.0,,
12060,77168.0,,,,
12061,,,,,
12062,,,77168.0,,
12063,77168.0,,,,
12064,,,,,
12065,,77168.0,,,
12066,,,,77168.0,
12067,,,77168.0,,
12068,77169.0,,,,
12069,,,,,
12070,,,77169.0,,
12071,77169.0,,,,
12072,,,,,
12073,,,77169.0,,
12074,77169.0,,,,
12075,,,,,
12076,,,,77170.0,
12077,,,77170.0,,
12078,77170.0,,,,
12079,,,,,
12080,,,77170.0,,
12081,77170.0,,,,
12082,,,,,
12083,,,77170.0,,
12084,77170.0,,,,
12085,,,,,
12086,,,,77171.0,
12087,,,77171.0,,
12088,77171.0,,,,
12089,,,,,
12090,,,77171.0,,
12091,77171.0,,,,
12092,,,,,
12093,,,77171.0,,
12094,,,,,77171.0
12095,77171.0,,,,
12096,,,,,
12097,,,,77172.0,
12098,,,77172.0,,
12099,77172.0,,,,
12100,,,,,
12101,,,77172.0,,
12102,77172.0,,,,
12103,,,,,
12104,,,77172.0,,
12105,77172.0,,,,
12106,,,,,
12107,,,,77172.0,
12108,,,77172.0,,
12109,77172.0,,,,
12110,,,,,
12111,,,77173.0,,
12112,77173.0,,,,
12113,,,,,
12114,,,77173.0,,
12115,77173.0,,,,
12116,,,,,
12117,,,,77174.0,
12118,,,77174.0,,
12119,77174.0,,,,
12120,,,,,
12121,,,77174.0,,
12122,77174.0,,,,
12123,,,,,
12124,,,77174.0,,
12125,77174.0,,,,
12126,,,,,
12127,,,,77174.0,
12128,,,77174.0,,
12129,77174.0,,,,
12130,,,,,
12131,,,77175.0,,
12132,77175.0,,,,
12133,,,,,
12134,,,77175.0,,
12135,77175.0,,,,
12136,,,,,
12137,,,,77175.0,
12138,,,77176.0,,
12139,77176.0,,,,
12140,,,,,
12141,,,77176.0,,
12142,77176.0,,,,
12143,,,,,
12144,,,77176.0,,
12145,77176.0,,,,
12146,,,,,
12147,,,,77176.0,
12148,,,77176.0,,
12149,77176.0,,,,
12150,,,,,
12151,,,77177.0,,
12152,77177.0,,,,
12153,,,,,
12154,,,77177.0,,
12155,77177.0,,,,
12156,,,,,
12157,,,,77177.0,
12158,,,77177.0,,
12159,77178.0,,,,
12160,,,,,
12161,,,77178.0,,
12162,77178.0,,,,
12163,,,,,
12164,,,77178.0,,
12165,77178.0,,,,
12166,,,,,
12167,,,,77178.0,
12168,,,77178.0,,
12169,77179.0,,,,
12170,,,,,
12171,,,77179.0,,
12172,77179.0,,,,
12173,,,,,
12174,,,77179.0,,
12175,77179.0,,,,
12176,,,,,
12177,,,,77180.0,
12178,,,77180.0,,
12179,77180.0,,,,
12180,,,,,
12181,,,77180.0,,
12182,77180.0,,,,
12183,,,,,
12184,,,77180.0,,
12185,77180.0,,,,
12186,,,,,
12187,,,,77180.0,
12188,,,77180.0,,
12189,77180.0,,,,
12190,,,,,
12191,,,77185.0,,
12192,,77185.0,,,
12193,77185.0,,,,
12194,,,,,
12195,,,77189.0,,
12196,77191.0,,,,
12197,,,,,
12198,,,,77193.0,
12199,,,77195.0,,
12200,77196.0,,,,
12201,,,,,
12202,,,77198.0,,
12203,77198.0,,,,
12204,,,,,
12205,,,77203.0,,
12206,77203.0,,,,
12207,,,,,
12208,,,,77204.0,
12209,,,77206.0,,
12210,77207.0,,,,
12211,,,,,
12212,,,77211.0,,
12213,77211.0,,,,
12214,,,,,
12215,,,77215.0,,
12216,77216.0,,,,
12217,,,,,
12218,,,,77217.0,
12219,,,77221.0,,
12220,77221.0,,,,
12221,,,,,
12222,,,77225.0,,
12223,77225.0,,,,
12224,,,,,
12225,,,77228.0,,
12226,77229.0,,,,
12227,,,,,
12228,,,,77230.0,
12229,,,77233.0,,
12230,77233.0,,,,
12231,,,,,
12232,,,77237.0,,
12233,77237.0,,,,
12234,,,,,
12235,,,77242.0,,
12236,77243.0,,,,
12237,,,,,
12238,,,,77243.0,
12239,,,77246.0,,
12240,77246.0,,,,
12241,,,,,
12242,,,77250.0,,
12243,77251.0,,,,
12244,,,,,
12245,,,77255.0,,
12246,77255.0,,,,
12247,,,,,
12248,,,,77256.0,
12249,,,77259.0,,
12250,77259.0,,,,
12251,,,,,
12252,,,,,77261.0
12253,,,77264.0,,
12254,77264.0,,,,
12255,,,,,
12256,,,77268.0,,
12257,77268.0,,,,
12258,,,,,
12259,,,,77269.0,
12260,,,77272.0,,
